Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
Monday,Older_Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,No_distance,Slight Injury,9
Monday,Adult,Male,Middle,Employee,Unknown,Automobile,Moderate_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,9
Tuesday,Unknown,Female,Middle,Employee,Beginner,Public,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Other,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,9
Tuesday,Unknown,Female,Elementary,Owner,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,Y,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,20
Tuesday,Unknown,Male,Middle,Owner,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Darkness,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,20
Tuesday,Adult,Male,Middle,Owner,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,18
Tuesday,Older_Adult,Male,Middle,Owner,Intermediate,Lorry,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,14
Tuesday,Adult,Male,Unknown,Owner,Advanced,Automobile,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,13
Tuesday,Unknown,Male,Unknown,Owner,Expert,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Tuesday,Unknown,Female,Middle,Owner,Intermediate,Public,Valid_Recent_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,16
Tuesday,Adult,Male,Elementary,Owner,Expert,Automobile,Valid_Recent_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Tuesday,Unknown,Male,Elementary,Owner,Advanced,Automobile,Unknown,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,14
Tuesday,Older_Adult,Male,Unknown,Owner,Unknown,Public,Advanced_Exp,Unknown,Divided_Two-way,Y,Dry,Darkness,Vehicles,1,1,Backward,Unknown,0,No_pedestrian,Driving_carelessly,Serious Injury,19
Wednesday,Adult,Male,Middle,Owner,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Backward,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Wednesday,Adult,Male,Middle,Owner,Beginner,Automobile,Advanced_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,1,2,Turn,Pedestrian,3,No_pedestrian,Other,Serious Injury,8
Wednesday,Adult,Male,Middle,Owner,Intermediate,Automobile,Advanced_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,1,2,Other,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,8
Wednesday,Young_Adult,Male,Elementary,Employee,Intermediate,Lorry,Valid_Recent_Exp,No defect,Other,Crossing,Dry,Daylight,Vehicles,2,2,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,13
Wednesday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Moderate_Exp,Unknown,One-way,Crossing,Dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Wednesday,Adult,Male,Middle,Employee,Intermediate,Public,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,22
Wednesday,Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,2,2,Other,Unknown,0,No_pedestrian,Other,Slight Injury,22
Wednesday,Adult,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Darkness,Inanimated_Objects,2,2,Other,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,22
Wednesday,Unknown,Male,Middle,Employee,Expert,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Dry,Darkness,Vehicles,2,2,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,22
Monday,Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Unknown,Dry,Darkness,Vehicles,1,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Saturday,Adult,Male,Middle,Employee,Advanced,Other,Unknown,No defect,One-way,No_junction,Not dry,Daylight,Vehicles,2,2,Other,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,10
Sunday,Young_Adult,Male,Middle,Employee,Expert,Unknown,Valid_Recent_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Turn,Pedestrian,3,No_pedestrian,Driving_carelessly,Serious Injury,19
Friday,Unknown,Male,Elementary,Owner,Unknown,Automobile,Unknown,No defect,One-way,Other,Dry,Daylight,Animated_Objects,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Friday,Young_Adult,Male,Middle,Owner,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,Other,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,No_distance,Slight Injury,16
Sunday,Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,16
Sunday,Adult,Male,Middle,Employee,Beginner,Public,Moderate_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,16
Thursday,Older_Adult,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Pedestrian,3,Pedestrian,Changing_lane,Slight Injury,16
Wednesday,Underage,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Wednesday,Adult,Male,Middle,Employee,Advanced,Automobile,Valid_Recent_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,18
Friday,Young_Adult,Male,Middle,Employee,Expert,Other,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,8
Friday,Older_Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,8
Monday,Older_Adult,Male,Middle,Employee,Expert,Lorry,Unknown,No defect,Other,Crossing,Dry,Daylight,Animated_Objects,1,1,Other,Unknown,0,No_pedestrian,No_distance,Serious Injury,9
Friday,Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Thursday,Young_Adult,Male,Middle,Employee,Expert,Other,Unknown,Unknown,Other,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,21
Thursday,Unknown,Male,Middle,Employee,Expert,Public,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Backward,Unknown,0,No_pedestrian,No_distance,Slight Injury,21
Friday,Unknown,Female,Middle,Employee,Advanced,Automobile,Valid_Recent_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,18
Monday,Underage,Male,Middle,Employee,Intermediate,Automobile,Valid_Recent_Exp,No defect,Divided_Two-way,Y,Not dry,Daylight,Inanimated_Objects,2,1,Backward,Unknown,0,No_pedestrian,Other,Slight Injury,20
Monday,Adult,Male,Middle,Employee,Beginner,Public,Unknown,No defect,Other,Y,Not dry,Daylight,Vehicles,2,1,Other,Pedestrian,2,No_pedestrian,Driving_carelessly,Slight Injury,20
Saturday,Young_Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,No defect,Other,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,Changing_lane,Slight Injury,4
Saturday,Unknown,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Backward,Unknown,0,No_pedestrian,No_distance,Slight Injury,4
Thursday,Young_Adult,Male,Elementary,Employee,Beginner,Lorry,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Thursday,Unknown,Female,Middle,Employee,Beginner,Other,Unknown,No defect,Undivided_Two-way,Other,Dry,Daylight,Vehicles,2,1,Other,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,9
Thursday,Young_Adult,Male,Middle,Employee,Unknown,Lorry,Unknown,No defect,Undivided_Two-way,Other,Dry,Daylight,Vehicles,2,1,Other,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,9
Thursday,Older_Adult,Male,Unknown,Employee,Advanced,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,13
Saturday,Young_Adult,Male,Elementary,Employee,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,1,1,Stop,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,12
Friday,Young_Adult,Male,Middle,Employee,Beginner,Other,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Other,Driver or rider,3,No_pedestrian,Other,Serious Injury,11
Friday,Adult,Male,Middle,Employee,Beginner,Other,Unknown,No defect,Unknown,Other,Dry,Daylight,Vehicles,2,3,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,14
Friday,Young_Adult,Male,Elementary,Employee,Expert,Automobile,Unknown,No defect,Divided_Two-way,Other,Dry,Daylight,Vehicles,2,3,Other,Pedestrian,3,No_pedestrian,Other,Slight Injury,14
Friday,Young_Adult,Male,Elementary,Employee,Expert,Automobile,Unknown,No defect,Undivided_Two-way,Other,Dry,Daylight,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,14
Friday,Young_Adult,Male,Elementary,Employee,Beginner,Lorry,Unknown,No defect,Divided_Two-way,Other,Dry,Daylight,Other,2,3,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Wednesday,Unknown,Male,Middle,Employee,Intermediate,Lorry,Moderate_Exp,Unknown,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Forward,Pedestrian,2,No_pedestrian,Other,Slight Injury,16
Wednesday,Older_Adult,Male,Middle,Employee,Intermediate,Lorry,Moderate_Exp,Unknown,One-way,Crossing,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,16
Saturday,Unknown,Male,Advanced,Employee,Expert,Lorry,Moderate_Exp,Unknown,Undivided_Two-way,No_junction,Not dry,Darkness,Inanimated_Objects,2,1,Forward,Passenger,2,No_pedestrian,Other,Slight Injury,23
Saturday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Moderate_Exp,Unknown,Undivided_Two-way,No_junction,Not dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,Changing_lane,Slight Injury,23
Tuesday,Unknown,Male,Middle,Employee,Intermediate,Automobile,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,15
Tuesday,Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,15
Tuesday,Adult,Male,Middle,Employee,Advanced,Other,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,14
Tuesday,Underage,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,No defect,One-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Serious Injury,14
Tuesday,Older_Adult,Male,Middle,Employee,Beginner,Automobile,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Pedestrian,3,No_pedestrian,Changing_lane,Serious Injury,19
Tuesday,Adult,Male,Elementary,Employee,Unknown,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Backward,Pedestrian,2,No_pedestrian,Changing_lane,Serious Injury,19
Saturday,Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Inanimated_Objects,2,6,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Saturday,Adult,Male,Middle,Employee,Beginner,Public,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Inanimated_Objects,2,6,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,17
Saturday,Adult,Male,Elementary,Employee,Intermediate,Lorry,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,2,6,Unknown,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,17
Saturday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,No defect,One-way,Crossing,Dry,Daylight,Vehicles,2,6,Stop,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Saturday,Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,6,Forward,Pedestrian,3,No_pedestrian,No_distance,Slight Injury,17
Saturday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Inanimated_Objects,2,6,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,17
Saturday,Young_Adult,Male,Middle,Employee,Expert,Other,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,6,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Saturday,Young_Adult,Male,Elementary,Owner,Advanced,Automobile,Unknown,No defect,One-way,Crossing,Dry,Daylight,Vehicles,2,6,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Thursday,Unknown,Female,Elementary,Employee,Beginner,Pick up,Unknown,No defect,Undivided_Two-way,Unknown,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Other,Slight Injury,14
Thursday,Young_Adult,Male,Middle,Employee,Advanced,Other,Unknown,Unknown,One-way,Unknown,Dry,Daylight,Other,2,1,Turn,Unknown,0,No_pedestrian,Other,Slight Injury,14
Tuesday,Adult,Male,Elementary,Owner,Advanced,Automobile,Unknown,Unknown,Undivided_Two-way,Unknown,Not dry,Daylight,Vehicles,1,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Thursday,Young_Adult,Male,Middle,Employee,Expert,Other,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Darkness,Animated_Objects,1,1,Turn,Driver or rider,2,No_pedestrian,Other,Fatal injury,20
Thursday,Adult,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,No defect,Divided_Two-way,Other,Dry,Darkness,Vehicles,2,1,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,19
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,Unknown,Undivided_Two-way,Other,Dry,Darkness,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,Other,Slight Injury,19
Thursday,Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Turn,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,15
Friday,Unknown,Female,Elementary,Employee,Intermediate,Automobile,Advanced_Exp,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,16
Friday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,Unknown,Divided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Turn,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,16
Thursday,Unknown,Male,Middle,Employee,Beginner,Automobile,Unknown,Unknown,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Turn,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Thursday,Older_Adult,Male,Middle,Employee,Advanced,Public,Valid_Recent_Exp,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,14
Thursday,Older_Adult,Male,Middle,Owner,Advanced,Lorry,Advanced_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,2,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,13
Thursday,Young_Adult,Male,Elementary,Employee,Beginner,Pick up,Advanced_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,2,Other,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,13
Monday,Adult,Male,Middle,Employee,Unknown,Lorry,Advanced_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,1,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,17
Sunday,Adult,Male,Elementary,Employee,Expert,Other,Unknown,No defect,Other,No_junction,Dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,10
Sunday,Adult,Male,Middle,Owner,Beginner,Automobile,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,2,Other,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,10
Saturday,Adult,Male,Unknown,Unknown,Unknown,Lorry,Unknown,Unknown,Divided_Two-way,Y,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,23
Saturday,Young_Adult,Male,Middle,Employee,Expert,Lorry,Unknown,No defect,Divided_Two-way,Y,Dry,Darkness,Other,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,23
Wednesday,Older_Adult,Male,Elementary,Owner,Intermediate,Lorry,Unknown,No defect,Divided_Two-way,Y,Dry,Darkness,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,6
Thursday,Older_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,3,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,16
Thursday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,3,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,16
Thursday,Adult,Male,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,3,1,Backward,Unknown,0,No_pedestrian,No_distance,Slight Injury,16
Saturday,Adult,Male,Middle,Employee,Expert,Lorry,Advanced_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Backward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,11
Wednesday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Advanced_Exp,No defect,Other,Unknown,Not dry,Daylight,Animated_Objects,2,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Wednesday,Young_Adult,Male,Elementary,Employee,Beginner,Lorry,Advanced_Exp,No defect,Undivided_Two-way,Unknown,Not dry,Daylight,Other,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Adult,Male,Middle,Employee,Unknown,Lorry,Valid_Recent_Exp,No defect,Divided_Two-way,Crossing,Not dry,Daylight,Vehicles,2,3,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,8
Tuesday,Adult,Male,Elementary,Employee,Beginner,Other,Advanced_Exp,No defect,Undivided_Two-way,Crossing,Not dry,Daylight,Other,2,3,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,8
Tuesday,Adult,Male,Middle,Owner,Beginner,Lorry,Advanced_Exp,No defect,Undivided_Two-way,Crossing,Not dry,Daylight,Vehicles,2,3,Backward,Unknown,0,No_pedestrian,No_distance,Slight Injury,8
Monday,Young_Adult,Male,Advanced,Owner,Beginner,Lorry,Advanced_Exp,No defect,One-way,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,22
Monday,Unknown,Female,Middle,Owner,Advanced,Public,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,22
Monday,Unknown,Female,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Other,1,1,Other,Unknown,0,No_pedestrian,No_distance,Serious Injury,15
Saturday,Older_Adult,Male,Elementary,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,11
Saturday,Young_Adult,Male,Middle,Owner,Beginner,Pick up,Valid_Recent_Exp,No defect,Other,Y,Dry,Daylight,Inanimated_Objects,2,1,Turn,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,11
Saturday,Young_Adult,Male,Middle,Employee,Expert,Unknown,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,No_distance,Slight Injury,11
Saturday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,11
Monday,Young_Adult,Male,Middle,Employee,Beginner,Unknown,Valid_Recent_Exp,No defect,Undivided_Two-way,Crossing,Dry,Darkness,Vehicles,2,1,Forward,Pedestrian,2,No_pedestrian,Driving_carelessly,Slight Injury,21
Monday,Unknown,Male,Middle,Employee,Expert,Automobile,Moderate_Exp,No defect,Undivided_Two-way,Crossing,Dry,Darkness,Animated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,21
Wednesday,Adult,Male,Middle,Employee,Advanced,Automobile,Advanced_Exp,No defect,One-way,No_junction,Dry,Daylight,Vehicles,1,2,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,14
Wednesday,Adult,Male,Middle,Owner,Expert,Lorry,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,2,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,14
